from,to,time
home47,event19,82
home48,event19,59
home49,event19,62
home0,event20,40
home1,event20,44
home2,event20,43
home3,event20,50
home4,event20,78
home5,event20,77
home6,event20,76
home7,event20,82
home8,event20,83
home9,event20,74
home10,event20,85
home11,event20,61
home12,event20,59
home13,event20,63
home14,event20,2
home15,event20,3
home16,event20,5
home17,event20,10
home18,event20,74
home19,event20,76
home20,event20,52
home21,event20,90
home22,event20,55
home23,event20,28
home24,event20,50
home25,event20,65
home26,event20,54
home27,event20,53
home28,event20,35
home29,event20,47
home30,event20,34
home31,event20,30
home32,event20,67
home33,event20,100
home34,event20,73
home35,event20,92
home36,event20,61
home37,event20,42
home38,event20,31
home39,event20,56
home40,event20,75
home41,event20,47
home42,event20,45
home43,event20,43
home44,event20,33
home45,event20,37
home46,event20,32
home47,event20,90
home48,event20,63
home49,event20,38
home0,event21,35
home1,event21,38
home2,event21,38
home3,event21,45
home4,event21,71
home5,event21,70
home6,event21,69
home7,event21,76
home8,event21,77
home9,event21,68
home10,event21,79
home11,event21,59
home12,event21,57
home13,event21,60
home14,event21,8
home15,event21,5
home16,event21,2
home17,event21,5
home18,event21,67
home19,event21,70
home20,event21,46
home21,event21,83
home22,event21,49
home23,event21,21
home24,event21,45
home25,event21,60
home26,event21,47
home27,event21,47
home28,event21,28
home29,event21,40
home30,event21,27
home31,event21,25
home32,event21,61
home33,event21,93
home34,event21,68
home35,event21,85
home36,event21,55
home37,event21,35
home38,event21,24
home39,event21,49
home40,event21,68
home41,event21,40
home42,event21,39
home43,event21,37
home44,event21,28
home45,event21,32
home46,event21,26
home47,event21,83
home48,event21,56
home49,event21,31
home0,event22,35
home1,event22,39
home2,event22,38
home3,event22,45
home4,event22,74
home5,event22,73
home6,event22,72
home7,event22,81
home8,event22,82
home9,event22,72
home10,event22,83
home11,event22,63
home12,event22,61
home13,event22,65
home14,event22,7
home15,event22,5
home16,event22,5
home17,event22,5
home18,event22,70
home19,event22,75
home20,event22,50
home21,event22,87
home22,event22,51
home23,event22,25
home24,event22,50
home25,event22,65
home26,event22,51
home27,event22,51
home28,event22,32
home29,event22,43
home30,event22,29
home31,event22,30
home32,event22,63
home33,event22,97
home34,event22,73
home35,event22,89
home36,event22,56
home37,event22,40
home38,event22,29
home39,event22,53
home40,event22,72
home41,event22,44
home42,event22,44
home43,event22,42
home44,event22,33
home45,event22,37
home46,event22,31
home47,event22,87
home48,event22,60
home49,event22,34
home0,event23,34
home1,event23,36
home2,event23,37
home3,event23,43
home4,event23,66
home5,event23,66
home6,event23,65
home7,event23,71
home8,event23,72
home9,event23,62
home10,event23,73
home11,event23,56
home12,event23,54
home13,event23,56
home14,event23,13
home15,event23,9
home16,event23,6
home17,event23,7
home18,event23,63
home19,event23,65
home20,event23,40
home21,event23,77
home22,event23,45
home23,event23,16
home24,event23,40
home25,event23,55
home26,event23,41
home27,event23,41
home28,event23,23
home29,event23,35
home30,event23,23
home31,event23,21
home32,event23,57
home33,event23,87
home34,event23,63
home35,event23,80
home36,event23,52
home37,event23,30
home38,event23,19
home39,event23,44
home40,event23,63
home41,event23,35
home42,event23,34
home43,event23,32
home44,event23,23
home45,event23,27
home46,event23,21
home47,event23,78
home48,event23,51
home49,event23,28
home0,event24,30
home1,event24,33
home2,event24,33
home3,event24,40
home4,event24,67
home5,event24,66
home6,event24,65
home7,event24,75
home8,event24,76
home9,event24,66
home10,event24,77
home11,event24,62
home12,event24,59
home13,event24,62
home14,event24,13
home15,event24,10
home16,event24,7
home17,event24,2
home18,event24,63
home19,event24,69
home20,event24,45
home21,event24,80
home22,event24,44
home23,event24,18
home24,event24,46
home25,event24,60
home26,event24,44
home27,event24,45
home28,event24,25
home29,event24,36
home30,event24,22
home31,event24,26
home32,event24,56
home33,event24,90
home34,event24,68
home35,event24,83
home36,event24,50
home37,event24,33
home38,event24,22
home39,event24,46
home40,event24,65
home41,event24,37
home42,event24,38
home43,event24,37
home44,event24,28
home45,event24,32
home46,event24,26
home47,event24,80
home48,event24,53
home49,event24,27
home0,event25,30
home1,event25,34
home2,event25,33
home3,event25,40
home4,event25,70
home5,event25,69
home6,event25,68
home7,event25,80
home8,event25,81
home9,event25,71
home10,event25,82
home11,event25,66
home12,event25,64
home13,event25,67
home14,event25,12
home15,event25,10
home16,event25,8
home17,event25,3
home18,event25,66
home19,event25,74
home20,event25,50
home21,event25,85
home22,event25,47
home23,event25,22
home24,event25,50
home25,event25,65
home26,event25,49
home27,event25,50
home28,event25,29
home29,event25,40
home30,event25,25
home31,event25,31
home32,event25,58
home33,event25,94
home34,event25,73
home35,event25,88
home36,event25,51
home37,event25,38
home38,event25,27
home39,event25,50
home40,event25,69
home41,event25,42
home42,event25,43
home43,event25,42
home44,event25,33
home45,event25,37
home46,event25,31
home47,event25,84
home48,event25,57
home49,event25,30
home0,event26,5
home1,event26,7
home2,event26,3
home3,event26,5
home4,event26,49
home5,event26,45
home6,event26,42
home7,event26,80
home8,event26,79
home9,event26,69
home10,event26,78
home11,event26,88
home12,event26,85
home13,event26,86
home14,event26,47
home15,event26,45
home16,event26,42
home17,event26,35
home18,event26,41
home19,event26,73
home20,event26,55
home21,event26,72
home22,event26,22
home23,event26,30
home24,event26,65
home25,event26,76
home26,event26,44
home27,event26,49
home28,event26,29
home29,event26,31
home30,event26,19
home31,event26,52
home32,event26,28
home33,event26,78
home34,event26,80
home35,event26,79
home36,event26,19
home37,event26,44
home38,event26,37
home39,event26,39
home40,event26,58
home41,event26,38
home42,event26,49
home43,event26,51
home44,event26,50
home45,event26,50
home46,event26,44
home47,event26,65
home48,event26,47
home49,event26,18
home0,event27,8
home1,event27,6
home2,event27,6
home3,event27,3
home4,event27,46
home5,event27,43
home6,event27,39
home7,event27,79
home8,event27,78
home9,event27,68
home10,event27,76
home11,event27,89
home12,event27,86
home13,event27,86
home14,event27,49
home15,event27,47
home16,event27,44
home17,event27,37
home18,event27,38
home19,event27,72
home20,event27,55
home21,event27,70
home22,event27,20
home23,event27,30
home24,event27,65
home25,event27,76
home26,event27,43
home27,event27,48
home28,event27,29
home29,event27,30
home30,event27,20
home31,event27,53
home32,event27,25
home33,event27,76
home34,event27,79
home35,event27,77
home36,event27,16
home37,event27,43
home38,event27,38
home39,event27,38
home40,event27,56
home41,event27,38
home42,event27,49
home43,event27,50
home44,event27,51
home45,event27,50
home46,event27,45
home47,event27,63
home48,event27,45
home49,event27,18
home0,event28,81
home1,event28,72
home2,event28,82
home3,event28,79
home4,event28,47
home5,event28,53
home6,event28,58
home7,event28,2
home8,event28,2
home9,event28,10
home10,event28,7
home11,event28,55
home12,event28,52
home13,event28,47
home14,event28,83
home15,event28,80
home16,event28,77
home17,event28,78
home18,event28,56
home19,event28,7
home20,event28,31
home21,event28,27
home22,event28,61
home23,event28,60
home24,event28,37
home25,event28,27
home26,event28,35
home27,event28,32
home28,event28,55
home29,event28,48
home30,event28,64
home31,event28,55
home32,event28,68
home33,event28,37
home34,event28,19
home35,event28,19
home36,event28,72
home37,event28,42
home38,event28,53
home39,event28,40
home40,event28,28
home41,event28,42
home42,event28,37
home43,event28,39
home44,event28,50
home45,event28,45
home46,event28,50
home47,event28,40
home48,event28,34
home49,event28,62
home0,event29,68
home1,event29,64
home2,event29,70
home3,event29,72
home4,event29,67
home5,event29,70
home6,event29,72
home7,event29,41
home8,event29,43
home9,event29,37
home10,event29,47
home11,event29,20
home12,event29,16
home13,event29,16
home14,event29,50
home15,event29,47
home16,event29,46
home17,event29,49
home18,event29,70
home19,event29,37
home20,event29,22
home21,event29,62
home22,event29,62
home23,event29,40
home24,event29,7
home25,event29,16
home26,event29,37
home27,event29,31
home28,event29,40
home29,event29,44
home30,event29,50
home31,event29,21
home32,event29,74
home33,event29,73
home34,event29,25
home35,event29,58
home36,event29,73
home37,event29,27
home38,event29,32
home39,event29,45
home40,event29,52
home41,event29,37
home42,event29,24
home43,event29,20
home44,event29,20
home45,event29,19
home46,event29,25
home47,event29,70
home48,event29,46
home49,event29,52
home0,event30,71
home1,event30,64
home2,event30,72
home3,event30,72
home4,event30,52
home5,event30,56
home6,event30,60
home7,event30,18
home8,event30,21
home9,event30,15
home10,event30,25
home11,event30,38
home12,event30,34
home13,event30,30
home14,event30,66
home15,event30,62
home16,event30,60
home17,event30,62
home18,event30,58
home19,event30,15
home20,event30,15
home21,event30,41
home22,event30,56
home23,event30,46
home24,event30,18
home25,event30,10
home26,event30,28
home27,event30,22
home28,event30,42
home29,event30,40
home30,event30,52
home31,event30,36
home32,event30,66
home33,event30,52
home34,event30,9
home35,event30,36
home36,event30,68
home37,event30,28
home38,event30,38
home39,event30,36
home40,event30,34
home41,event30,32
home42,event30,22
home43,event30,23
home44,event30,32
home45,event30,28
home46,event30,34
home47,event30,51
home48,event30,32
home49,event30,52
home0,event31,55
home1,event31,45
home2,event31,55
home3,event31,50
home4,event31,20
home5,event31,25
home6,event31,29
home7,event31,31
home8,event31,29
home9,event31,21
home10,event31,26
home11,event31,67
home12,event31,63
home13,event31,60
home14,event31,69
home15,event31,65
home16,event31,62
home17,event31,60
home18,event31,27
home19,event31,24
home20,event31,25
home21,event31,22
home22,event31,31
home23,event31,40
home24,event31,40
home25,event31,41
home26,event31,14
home27,event31,17
home28,event31,33
home29,event31,22
home30,event31,40
home31,event31,47
home32,event31,37
home33,event31,32
home34,event31,39
home35,event31,27
home36,event31,42
home37,event31,27
home38,event31,36
home39,event31,13
home40,event31,7
home41,event31,20
home42,event31,26
home43,event31,30
home44,event31,42
home45,event31,36
home46,event31,38
home47,event31,24
home48,event31,5
home49,event31,37
home0,event32,35
home1,event32,25
home2,event32,35
home3,event32,30
home4,event32,21
home5,event32,20
home6,event32,20
home7,event32,51
home8,event32,49
home9,event32,40
home10,event32,47
home11,event32,74
home12,event32,70
home13,event32,69
home14,event32,58
home15,event32,55
home16,event32,51
home17,event32,47
home18,event32,18
home19,event32,43
home20,event32,33
home21,event32,40
home22,event32,11
home23,event32,29
home24,event32,47
home25,event32,54
home26,event32,18
home27,event32,24
home28,event32,22
home29,event32,11
home30,event32,24
home31,event32,45
home32,event32,20
home33,event32,47
home34,event32,55
home35,event32,47
home36,event32,22
home37,event32,27
home38,event32,30
home39,event32,9
home40,event32,26
home41,event32,17
home42,event32,30
home43,event32,33
home44,event32,41
home45,event32,37
home46,event32,35
home47,event32,35
home48,event32,16
home49,event32,20
home0,event33,39
home1,event33,36
home2,event33,41
home3,event33,44
home4,event33,55
home5,event33,56
home6,event33,57
home7,event33,56
home8,event33,57
home9,event33,47
home10,event33,58
home11,event33,47
home12,event33,44
home13,event33,46
home14,event33,27
home15,event33,24
home16,event33,21
home17,event33,22
home18,event33,55
home19,event33,49
home20,event33,25
home21,event33,64
home22,event33,40
home23,event33,11
home24,event33,26
home25,event33,41
home26,event33,28
home27,event33,26
home28,event33,15
home29,event33,25
home30,event33,21
home31,event33,11
home32,event33,53
home33,event33,74
home34,event33,48
home35,event33,65
home36,event33,49
home37,event33,15
home38,event33,6
home39,event33,32
home40,event33,49
home41,event33,22
home42,event33,18
home43,event33,17
home44,event33,10
home45,event33,12
home46,event33,6
home47,event33,66
home48,event33,38
home49,event33,25
home0,event34,25
home1,event34,17
home2,event34,26
home3,event34,25
home4,event34,35
home5,event34,34
home6,event34,33
home7,event34,56
home8,event34,55
home9,event34,46
home10,event34,55
home11,event34,68
home12,event34,65
home13,event34,65
home14,event34,44
home15,event34,41
home16,event34,37
home17,event34,33
home18,event34,31
home19,event34,49
home20,event34,32
home21,event34,52
home22,event34,15
home23,event34,15
home24,event34,43
home25,event34,53
home26,event34,20
home27,event34,25
home28,event34,10
home29,event34,8
home30,event34,10
home31,event34,35
home32,event34,28
home33,event34,60
home34,event34,56
home35,event34,57
home36,event34,25
home37,event34,21
home38,event34,19
home39,event34,17
home40,event34,37
home41,event34,14
home42,event34,26
home43,event34,28
home44,event34,32
home45,event34,29
home46,event34,25
home47,event34,49
home48,event34,25
home49,event34,7
home0,event35,60
home1,event35,50
home2,event35,60
home3,event35,57
home4,event35,26
home5,event35,31
home6,event35,36
home7,event35,24
home8,event35,22
home9,event35,14
home10,event35,20
home11,event35,62
home12,event35,58
home13,event35,55
home14,event35,70
home15,event35,66
home16,event35,63
home17,event35,62
home18,event35,34
home19,event35,17
home20,event35,22
home21,event35,21
home22,event35,38
home23,event35,42
home24,event35,36
home25,event35,35
home26,event35,15
home27,event35,16
home28,event35,36
home29,event35,27
home30,event35,44
home31,event35,46
home32,event35,44
home33,event35,32
home34,event35,32
home35,event35,23
home36,event35,49
home37,event35,27
home38,event35,38
home39,event35,18
home40,event35,9
home41,event35,23
home42,event35,25
home43,event35,29
home44,event35,41
home45,event35,35
home46,event35,38
home47,event35,26
home48,event35,10
home49,event35,42
home0,event36,66
home1,event36,56
home2,event36,66
home3,event36,60
home4,event36,15
home5,event36,21
home6,event36,26
home7,event36,37
home8,event36,33
home9,event36,30
home10,event36,29
home11,event36,82
home12,event36,78
home13,event36,75
home14,event36,86
home15,event36,82
home16,event36,79
home17,event36,76
home18,event36,26
home19,event36,32
home20,event36,42
home21,event36,11
home22,event36,40
home23,event36,57
home24,event36,57
home25,event36,55
home26,event36,32
home27,event36,35
home28,event36,50
home29,event36,38
home30,event36,55
home31,event36,65
home32,event36,40
home33,event36,15
home34,event36,50
home35,event36,21
home36,event36,48
home37,event36,45
home38,event36,54
home39,event36,28
home40,event36,11
home41,event36,38
home42,event36,44
home43,event36,48
home44,event36,60
home45,event36,54
home46,event36,56
home47,event36,6
home48,event36,21
home49,event36,51
home0,event37,58
home1,event37,50
home2,event37,59
home3,event37,58
home4,event37,40
home5,event37,44
home6,event37,47
home7,event37,25
home8,event37,25
home9,event37,15
home10,event37,26
home11,event37,47
home12,event37,43
home13,event37,40
home14,event37,59
home15,event37,55
home16,event37,52
home17,event37,52
home18,event37,45
home19,event37,18
home20,event37,7
home21,event37,36
home22,event37,42
home23,event37,35
home24,event37,20
home25,event37,22
home26,event37,14
home27,event37,8
home28,event37,30
home29,event37,26
home30,event37,40
home31,event37,32
home32,event37,52
home33,event37,47
home34,event37,23
home35,event37,34
home36,event37,54
home37,event37,17
home38,event37,28
home39,event37,22
home40,event37,24
home41,event37,18
home42,event37,12
home43,event37,15
home44,event37,27
home45,event37,21
home46,event37,26
home47,event37,42
home48,event37,19
home49,event37,39
home0,event38,58
home1,event38,53
home2,event38,60
home3,event38,62
home4,event38,59
home5,event38,62
home6,event38,64
home7,event38,42
home8,event38,44
home9,event38,36
home10,event38,47
home11,event38,30
home12,event38,26
home13,event38,27
home14,event38,43
home15,event38,40
home16,event38,38
home17,event38,41
home18,event38,62
home19,event38,37
home20,event38,15
home21,event38,58
home22,event38,52
home23,event38,29
home24,event38,7
home25,event38,22
home26,event38,29
home27,event38,23
home28,event38,30
home29,event38,34
home30,event38,39
home31,event38,13
home32,event38,64
home33,event38,69
home34,event38,30
home35,event38,56
home36,event38,63
home37,event38,17
home38,event38,21
home39,event38,37
home40,event38,46
home41,event38,27
home42,event38,15
home43,event38,11
home44,event38,10
home45,event38,9
home46,event38,15
home47,event38,64
home48,event38,38
home49,event38,41
home0,event39,42
home1,event39,42
home2,event39,45
home3,event39,50
home4,event39,65
home5,event39,65
home6,event39,66
home7,event39,62
home8,event39,64
home9,event39,55
home10,event39,66
home11,event39,45
home12,event39,43
home13,event39,45
home14,event39,20
home15,event39,17
home16,event39,15
home17,event39,18
home18,event39,64
home19,event39,57
home20,event39,32
home21,event39,73
home22,event39,48
home23,event39,18
home24,event39,30
home25,event39,45
home26,event39,37
home27,event39,35
home28,event39,23
home29,event39,34
home30,event39,28
home31,event39,10
home32,event39,61
home33,event39,83
home34,event39,53
home35,event39,73
home36,event39,57
home37,event39,24
home38,event39,15
home39,event39,42
home40,event39,58
home41,event39,31
home42,event39,26
home43,event39,24
home44,event39,13
home45,event39,18
home46,event39,13
home47,event39,75
home48,event39,47
home49,event39,32
home0,event40,65
home1,event40,55
home2,event40,65
home3,event40,60
home4,event40,21
home5,event40,26
home6,event40,32
home7,event40,28
home8,event40,25
home9,event40,20
home10,event40,21
home11,event40,72
home12,event40,68
home13,event40,65
home14,event40,80
home15,event40,76
home16,event40,73
home17,event40,71
home18,event40,30
home19,event40,23
home20,event40,33
home21,event40,11
home22,event40,40
home23,event40,51
home24,event40,47
home25,event40,45
home26,event40,25
home27,event40,27
home28,event40,44
home29,event40,33
home30,event40,51
home31,event40,57
home32,event40,43
home33,event40,21
home34,event40,40
home35,event40,17
home36,event40,50
home37,event40,38
home38,event40,47
home39,event40,24
home40,event40,4
home41,event40,31
home42,event40,36
home43,event40,40
home44,event40,52
home45,event40,46
home46,event40,48
home47,event40,16
home48,event40,16
home49,event40,48
home0,event41,33
home1,event41,23
home2,event41,32
home3,event41,25
home4,event41,21
home5,event41,17
home6,event41,13
home7,event41,62
home8,event41,60
home9,event41,52
home10,event41,57
home11,event41,87
home12,event41,84
home13,event41,83
home14,event41,65
home15,event41,62
home16,event41,59
home17,event41,53
home18,event41,12
home19,event41,55
home20,event41,46
home21,event41,46
home22,event41,8
home23,event41,38
home24,event41,60
home25,event41,67
home26,event41,31
home27,event41,38
home28,event41,32
home29,event41,23
home30,event41,29
home31,event41,57
home32,event41,7
home33,event41,51
home34,event41,68
home35,event41,55
home36,event41,12
home37,event41,40
home38,event41,41
home39,event41,23
home40,event41,34
home41,event41,30
home42,event41,43
home43,event41,46
home44,event41,53
home45,event41,49
home46,event41,47
home47,event41,38
home48,event41,27
home49,event41,25
home0,event42,55
home1,event42,46
home2,event42,56
home3,event42,53
home4,event42,32
home5,event42,36
home6,event42,39
home7,event42,26
home8,event42,26
home9,event42,16
home10,event42,26
home11,event42,55
home12,event42,51
home13,event42,48
home14,event42,61
home15,event42,58
home16,event42,55
home17,event42,54
home18,event42,37
home19,event42,19
home20,event42,13
home21,event42,30
home22,event42,36
home23,event42,34
home24,event42,28
home25,event42,30
home26,event42,9
home27,event42,7
home28,event42,29
home29,event42,21
home30,event42,38
home31,event42,36
home32,event42,45
home33,event42,41
home34,event42,29
home35,event42,31
home36,event42,48
home37,event42,18
home38,event42,29
home39,event42,15
home40,event42,17
home41,event42,16
home42,event42,16
home43,event42,20
home44,event42,31
home45,event42,26
home46,event42,29
home47,event42,35
home48,event42,11
home49,event42,36
home0,event43,64
home1,event43,57
home2,event43,66
home3,event43,66
home4,event43,52
home5,event43,56
home6,event43,59
home7,event43,27
home8,event43,29
home9,event43,22
home10,event43,32
home11,event43,35
home12,event43,31
home13,event43,28
home14,event43,56
home15,event43,53
home16,event43,51
home17,event43,53
home18,event43,57
home19,event43,22
home20,event43,9
home21,event43,46
home22,event43,52
home23,event43,37
home24,event43,10
home25,event43,12
home26,event43,24
home27,event43,17
home28,event43,35
home29,event43,34
home30,event43,45
home31,event43,27
home32,event43,63
home33,event43,57
home34,event43,17
home35,event43,42
home36,event43,64
home37,event43,20
home38,event43,30
home39,event43,33
home40,event43,36
home41,event43,26
home42,event43,15
home43,event43,14
home44,event43,23
home45,event43,19
home46,event43,25
home47,event43,54
home48,event43,31
home49,event43,46
home0,event44,72
home1,event44,66
home2,event44,74
home3,event44,74
home4,event44,59
home5,event44,63
home6,event44,66
home7,event44,26
home8,event44,29
home9,event44,24
home10,event44,33
home11,event44,29
home12,event44,25
home13,event44,22
home14,event44,62
home15,event44,59
home16,event44,57
home17,event44,59
home18,event44,64
home19,event44,23
home20,event44,17
home21,event44,49
home22,event44,60
home23,event44,45
home24,event44,12
home25,event44,3
home26,event44,32
home27,event44,26
home28,event44,43
home29,event44,43
home30,event44,53
home31,event44,32
home32,event44,71
home33,event44,60
home34,event44,11
home35,event44,44
home36,event44,72
home37,event44,28
home38,event44,37
home39,event44,41
home40,event44,42
home41,event44,35
home42,event44,23
home43,event44,22
home44,event44,29
home45,event44,25
home46,event44,32
home47,event44,59
home48,event44,38
home49,event44,54
home0,event45,62
home1,event45,51
home2,event45,61
home3,event45,56
home4,event45,13
home5,event45,18
home6,event45,24
home7,event45,37
home8,event45,33
home9,event45,29
home10,event45,29
home11,event45,80
home12,event45,76
home13,event45,73
home14,event45,82
home15,event45,78
home16,event45,75
home17,event45,72
home18,event45,23
home19,event45,32
home20,event45,39
home21,event45,14
home22,event45,36
home23,event45,52
home24,event45,54
home25,event45,53
home26,event45,28
home27,event45,31
home28,event45,45
home29,event45,33
home30,event45,50
home31,event45,61
home32,event45,37
home33,event45,20
home34,event45,49
home35,event45,23
home36,event45,44
home37,event45,41
home38,event45,50
home39,event45,24
home40,event45,9
home41,event45,33
home42,event45,41
home43,event45,45
home44,event45,56
home45,event45,51
home46,event45,52
home47,event45,10
home48,event45,17
home49,event45,47
home0,event46,27
home1,event46,17
home2,event46,27
home3,event46,23
home4,event46,29
home5,event46,28
home6,event46,27
home7,event46,56
home8,event46,55
home9,event46,45
home10,event46,54
home11,event46,73
home12,event46,69
home13,event46,69
home14,event46,50
home15,event46,47
home16,event46,43
home17,event46,39
home18,event46,25
home19,event46,49
home20,event46,34
home21,event46,48
home22,event46,9
home23,event46,22
home24,event46,47
home25,event46,55
home26,event46,21
home27,event46,27
home28,event46,16
home29,event46,9
home30,event46,15
home31,event46,41
home32,event46,22
home33,event46,56
home34,event46,58
home35,event46,55
home36,event46,20
home37,event46,25
home38,event46,25
home39,event46,15
home40,event46,34
home41,event46,17
home42,event46,29
home43,event46,32
home44,event46,37
home45,event46,34
home46,event46,31
home47,event46,44
home48,event46,23
home49,event46,11
home0,event47,90
home1,event47,83
home2,event47,91
home3,event47,91
home4,event47,68
home5,event47,73
home6,event47,78
home7,event47,23
home8,event47,27
home9,event47,28
home10,event47,32
home11,event47,35
home12,event47,32
home13,event47,26
home14,event47,80
home15,event47,77
home16,event47,75
home17,event47,77
home18,event47,76
home19,event47,25
home20,event47,34
home21,event47,52
home22,event47,75
home23,event47,63
home24,event47,30
home25,event47,15
home26,event47,47
home27,event47,41
home28,event47,61
home29,event47,59
home30,event47,71
home31,event47,50
home32,event47,85
home33,event47,62
home34,event47,9
home35,event47,44
home36,event47,87
home37,event47,46
home38,event47,55
home39,event47,55
home40,event47,49
home41,event47,51
home42,event47,41
home43,event47,40
home44,event47,47
home45,event47,44
home46,event47,50
home47,event47,64
home48,event47,50
home49,event47,71
home0,event48,57
home1,event48,50
home2,event48,58
home3,event48,59
home4,event48,51
home5,event48,54
home6,event48,56
home7,event48,34
home8,event48,35
home9,event48,27
home10,event48,38
home11,event48,36
home12,event48,32
home13,event48,31
home14,event48,49
home15,event48,45
home16,event48,43
home17,event48,45
home18,event48,54
home19,event48,28
home20,event48,6
home21,event48,49
home22,event48,47
home23,event48,30
home24,event48,9
home25,event48,19
home26,event48,21
home27,event48,15
home28,event48,28
home29,event48,29
home30,event48,38
home31,event48,20
home32,event48,58
home33,event48,60
home34,event48,25
home35,event48,47
home36,event48,58
home37,event48,13
home38,event48,22
home39,event48,29
home40,event48,37
home41,event48,21
home42,event48,8
home43,event48,6
home44,event48,15
home45,event48,11
home46,event48,17
home47,event48,55
home48,event48,30
home49,event48,39
home0,event49,33
home1,event49,23
home2,event49,33
home3,event49,30
home4,event49,27
home5,event49,26
home6,event49,26
home7,event49,50
home8,event49,49
home9,event49,39
home10,event49,47
home11,event49,69
home12,event49,65
home13,event49,64
home14,event49,52
home15,event49,49
home16,event49,45
home17,event49,41
home18,event49,25
home19,event49,43
home20,event49,29
home21,event49,43
home22,event49,13
home23,event49,23
home24,event49,42
home25,event49,50
home26,event49,15
home27,event49,21
home28,event49,16
home29,event49,5
home30,event49,19
home31,event49,39
home32,event49,25
home33,event49,51
home34,event49,52
home35,event49,49
home36,event49,25
home37,event49,21
home38,event49,23
home39,event49,9
home40,event49,28
home41,event49,12
home42,event49,25
home43,event49,28
home44,event49,35
home45,event49,31
home46,event49,29
home47,event49,40
home48,event49,17
home49,event49,15
depot0,event0,36
depot0,event1,40
depot0,event2,33
depot0,event3,35
depot0,event4,33
depot0,event5,31
depot0,event6,33
depot0,event7,32
depot0,event8,35
depot0,event9,41
depot0,event10,40
depot0,event11,35
depot0,event12,45
depot0,event13,35
depot0,event14,58
depot0,event15,57
depot0,event16,52
depot0,event17,50
depot0,event18,51
depot0,event19,47
depot0,event20,43
depot0,event21,36
depot0,event22,40
depot0,event23,30
depot0,event24,33
depot0,event25,38
depot0,event26,37
depot0,event27,37
depot0,event28,45
depot0,event29,35
depot0,event30,33
depot0,event31,25
depot0,event32,20
depot0,event33,18
depot0,event34,14
depot0,event35,26
depot0,event36,42
depot0,event37,20
depot0,event38,25
depot0,event39,27
depot0,event40,36
depot0,event41,32
depot0,event42,19
depot0,event43,27
depot0,event44,35
depot0,event45,38
depot0,event46,17
depot0,event47,52
depot0,event48,20
depot0,event49,14
event0,depot1,36
event1,depot1,40
event2,depot1,33
event3,depot1,35
event4,depot1,33
event5,depot1,31
event6,depot1,33
event7,depot1,32
event8,depot1,35
event9,depot1,41
event10,depot1,40
event11,depot1,35
event12,depot1,45
event13,depot1,35
event14,depot1,58
event15,depot1,57
event16,depot1,52
event17,depot1,50
event18,depot1,51
event19,depot1,47
event20,depot1,43
event21,depot1,36
event22,depot1,40
event23,depot1,30
event24,depot1,33
event25,depot1,38
event26,depot1,37
event27,depot1,37
event28,depot1,45
event29,depot1,35
event30,depot1,33
event31,depot1,25
event32,depot1,20
event33,depot1,18
event34,depot1,14
event35,depot1,26
event36,depot1,42
event37,depot1,20
event38,depot1,25
event39,depot1,27
event40,depot1,36
event41,depot1,32
event42,depot1,19
event43,depot1,27
event44,depot1,35
event45,depot1,38
event46,depot1,17
event47,depot1,52
event48,depot1,20
event49,depot1,14
home0,depot0,38
home1,depot0,30
home2,depot0,39
home3,depot0,39
home4,depot0,38
home5,depot0,39
home6,depot0,40
home7,depot0,45
home8,depot0,45
home9,depot0,35
home10,depot0,45
home11,depot0,55
home12,depot0,52
home13,depot0,51
home14,depot0,44
home15,depot0,40
home16,depot0,37
home17,depot0,35
home18,depot0,38
home19,depot0,38
home20,depot0,18
home21,depot0,47
home22,depot0,26
home23,depot0,15
home24,depot0,29
home25,depot0,39
home26,depot0,11
home27,depot0,13
home28,depot0,10
home29,depot0,9
home30,depot0,19
home31,depot0,25
home32,depot0,39
home33,depot0,57
home34,depot0,42
home35,depot0,49
home36,depot0,38
home37,depot0,7
home38,depot0,12
home39,depot0,14
home40,depot0,32
home41,depot0,4
home42,depot0,12
home43,depot0,14
home44,depot0,21
home45,depot0,17
home46,depot0,15
home47,depot0,48
home48,depot0,20
home49,depot0,19
depot1,home0,38
depot1,home1,30
depot1,home2,39
depot1,home3,39
depot1,home4,38
depot1,home5,39
depot1,home6,40
depot1,home7,45
depot1,home8,45
depot1,home9,35
depot1,home10,45
depot1,home11,55
depot1,home12,52
depot1,home13,51
depot1,home14,44
depot1,home15,40
depot1,home16,37
depot1,home17,35
depot1,home18,38
depot1,home19,38
depot1,home20,18
depot1,home21,47
depot1,home22,26
depot1,home23,15
depot1,home24,29
depot1,home25,39
depot1,home26,11
depot1,home27,13
depot1,home28,10
depot1,home29,9
depot1,home30,19
depot1,home31,25
depot1,home32,39
depot1,home33,57
depot1,home34,42
depot1,home35,49
depot1,home36,38
depot1,home37,7
depot1,home38,12
depot1,home39,14
depot1,home40,32
depot1,home41,4
depot1,home42,12
depot1,home43,14
depot1,home44,21
depot1,home45,17
depot1,home46,15
depot1,home47,48
depot1,home48,20
depot1,home49,19
